University,Subject
South Ural State University,Chemistry
Sumy State University,Chemistry
University of Alabama,Chemistry
Tokyo Metropolitan University,Chemistry
Universidad Peruana Cayetano Heredia,Chemistry
Universiti Pendidikan Sultan Idris,Chemistry
University of Baghdad,Chemistry
University of Calabria,Chemistry
University of Ghana,Chemistry
University of Peshawar,Chemistry
University of the Western Cape,Chemistry
Yokohama National University,Chemistry
University of Ioannina,Chemistry
Aligarh Muslim University,Chemistry
Amity University,Chemistry
Amrita Vishwa Vidyapeetham,Chemistry
Baku State University,Chemistry
Banaras Hindu University,Chemistry
Baylor University,Chemistry
Chung Yuan Christian University,Chemistry
Chungbuk National University,Chemistry
Doshisha University,Chemistry
Ferdowsi University of Mashhad,Chemistry
Harbin Engineering University,Chemistry
Howard University,Chemistry
International Christian University,Chemistry
Jiangnan University,Chemistry
Kagoshima University,Chemistry
Kazakh-British Technical University,Chemistry
Kyoto Institute of Technology,Chemistry
Lodz University of Technology,Chemistry
Mansoura University,Chemistry
Meiji University,Chemistry
Mississippi State University,Chemistry
Mustansiriyah University,Chemistry
Mutah University,Chemistry
Nanjing Normal University,Chemistry
Northwest University,Chemistry
Novosibirsk State Technical University,Chemistry
Ohio University,Chemistry
Panjab University,Chemistry
Rochester Institute of Technology,Chemistry
Saint-Petersburg Mining University,Chemistry
San Diego State University,Chemistry
Sathyabama Institute of Science and Technology,Chemistry
Seoul National University of Science and Technology,Chemistry
Sheffield Hallam University,Chemistry
Silesian University of Technology,Chemistry
Slovak University of Technology in Bratislava,Chemistry
Soonchunhyang University,Chemistry
Taibah University,Chemistry
Technical University of Liberec,Chemistry
University of Lahore,Chemistry
University of Texas at Arlington,Chemistry
Tokai University,Chemistry
Universidad Andrés Bello,Chemistry
Universidad Autónoma de Nuevo León,Chemistry
Universidad Autónoma del Estado de Hidalgo,Chemistry
Universidad del Valle,Chemistry
Universitas Sebelas Maret,Chemistry
Université de Poitiers,Chemistry
Universiti Malaysia Sabah,Chemistry
Universiti Malaysia Sarawak,Chemistry
Universiti Malaysia Terengganu,Chemistry
University of Colombo,Chemistry
University of Karachi,Chemistry
University of Nairobi,Chemistry
University of North Carolina at Charlotte,Chemistry
University of Novi Sad,Chemistry
University of Pardubice,Chemistry
University of Regina,Chemistry
University of Texas at San Antonio,Chemistry
University of the Free State,Chemistry
University of Toledo,Chemistry
University of Tulsa,Chemistry
University of Wolverhampton,Chemistry
University of Wyoming,Chemistry
VSB - Technical University of Ostrava,Chemistry
Western Michigan University,Chemistry
Yarmouk University,Chemistry
Yerevan State University,Chemistry
Al-Azhar University,Chemistry
Alexandru Ioan Cuza University,Chemistry
Anadolu University,Chemistry
Aoyama Gakuin University,Chemistry
Belarusian State University of Informatics and Radioelectronics,Chemistry
Benemérita Universidad Autónoma de Puebla,Chemistry
Central Michigan University,Chemistry
Chaoyang University of Technology,Chemistry
Feng Chia University,Chemistry
Fu Jen Catholic University,Chemistry
Hanoi University of Science and Technology,Chemistry
Ivan Franko National University of Lviv,Chemistry
Izmir Institute of Technology,Chemistry
Jahangirnagar University,Chemistry
Kindai University,Chemistry
King Mongkut's University of Technology North Bangkok,Chemistry
Kwansei Gakuin University,Chemistry
Marmara University,Chemistry
Marquette University,Chemistry
Mendeleev University of Chemical Technology,Chemistry
Nagoya Institute of Technology,Chemistry
Naresuan University,Chemistry
National Dong Hwa University,Chemistry
National Taiwan Ocean University,Chemistry
Norwegian University of Life Sciences,Chemistry
Nova Southeastern University,Chemistry
Pondicherry University,Chemistry
Portland State University,Chemistry
Rikkyo University,Chemistry
Saitama University,Chemistry
Shibaura Institute of Technology,Chemistry
Silpakorn University,Chemistry
Soongsil University,Chemistry
Suez Canal University,Chemistry
Tamkang University,Chemistry
Technical University of Cluj-Napoca,Chemistry
Hashemite University,Chemistry
Herzen State Pedagogical University of Russia,Chemistry
Toraighyrov University,Chemistry
Tunghai University,Chemistry
Universidad de Carabobo,Chemistry
Universidad de Cartagena,Chemistry
Universidad Nacional del Litoral,Chemistry
Universidade do Estado do Rio de Janeiro,Chemistry
Universidade Federal da Bahia,Chemistry
Universidade Federal do Ceará,Chemistry
Universitas Pendidikan Indonesia,Chemistry
Universitas Sumatera Utara,Chemistry
University of Babylon,Chemistry
University of Basrah,Chemistry
University of Iceland,Chemistry
University of Kufa,Chemistry
University of Memphis,Chemistry
University of Ostrava,Chemistry
University of Pannonia,Chemistry
University of Silesia in Katowice,Chemistry
University of Split,Chemistry
University of Warmia and Mazury in Olsztyn,Chemistry
Voronezh State University,Chemistry
Yogyakarta State University,Chemistry
Zagazig University,Chemistry
Al-Balqa Applied University,Chemistry
Cukurova University,Chemistry
Georgian Technical University,Chemistry
Humboldt State University,Chemistry
Irkutsk State University,Chemistry
Khulna University,Chemistry
Kwame Nkrumah University of Science and Technology,Chemistry
MIREA - Russian Technological University,Chemistry
Pontifícia Universidade Católica do Paraná,Chemistry
Sakarya University,Chemistry
Shahjalal University of Science and Technology,Chemistry
State University of Malang,Chemistry
Technical University of Crete,Chemistry
Universidad Autónoma de Querétaro,Chemistry
Universidad Autónoma del Estado de Morelos,Chemistry
Universitas Andalas,Chemistry
University of Craiova,Chemistry
University of Ibadan,Chemistry
University of Kragujevac,Chemistry
University of Lagos,Chemistry
University of Lampung,Chemistry
University of Mataram,Chemistry
University of Oradea,Chemistry
University of Stavanger,Chemistry
Massachusetts Institute of Technology,Psychology
University of Cambridge,Psychology
University of Oxford,Psychology
Harvard University,Psychology
Stanford University,Psychology
National University of Singapore,Psychology
UCL,Psychology
"University of California, Berkeley",Psychology
University of Chicago,Psychology
University of Pennsylvania,Psychology
Cornell University,Psychology
University of Melbourne,Psychology
Yale University,Psychology
Peking University,Psychology
Princeton University,Psychology
University of Sydney,Psychology
University of Toronto,Psychology
University of Edinburgh,Psychology
Columbia University,Psychology
Tsinghua University,Psychology
"Nanyang Technological University, Singapore",Psychology
University of Hong Kong,Psychology
Johns Hopkins University,Psychology
University of Tokyo,Psychology
"University of California, Los Angeles",Psychology
McGill University,Psychology
University of Manchester,Psychology
University of Michigan-Ann Arbor,Psychology
Australian National University,Psychology
University of British Columbia,Psychology
New York University,Psychology
Seoul National University,Psychology
Monash University,Psychology
University of Queensland,Psychology
Zhejiang University,Psychology
London School of Economics and Political Science,Psychology
Kyoto University,Psychology
Northwestern University,Psychology
Chinese University of Hong Kong,Psychology
Fudan University,Psychology
Shanghai Jiao Tong University,Psychology
Carnegie Mellon University,Psychology
University of Amsterdam,Psychology
University of Bristol,Psychology
Duke University,Psychology
University of Texas at Austin,Psychology
KU Leuven,Psychology
"University of California, San Diego",Psychology
University of Washington,Psychology
University of Illinois at Urbana-Champaign,Psychology
Hong Kong Polytechnic University,Psychology
University of Warwick,Psychology
University of Auckland,Psychology
National Taiwan University,Psychology
City University of Hong Kong,Psychology
University of Western Australia,Psychology
Brown University,Psychology
University of Leeds,Psychology
University of Glasgow,Psychology
Yonsei University,Psychology
Durham University,Psychology
Korea University,Psychology
Osaka University,Psychology
University of Southampton,Psychology
University of Birmingham,Psychology
Lund University,Psychology
Lomonosov Moscow State University,Psychology
University of Adelaide,Psychology
University of Technology Sydney,Psychology
University of Zurich,Psychology
Boston University,Psychology
University of St Andrews,Psychology
Georgia Institute of Technology,Psychology
University of Nottingham,Psychology
University of Wisconsin-Madison,Psychology
Pontificia Universidad Católica de Chile,Psychology
University of Sheffield,Psychology
Uppsala University,Psychology
RWTH Aachen University,Psychology
University of Copenhagen,Psychology
Aalto University,Psychology
Newcastle University,Psychology
University of Alberta,Psychology
University of Waterloo,Psychology
Tohoku University,Psychology
Western University,Psychology
University of Helsinki,Psychology
University of Southern California,Psychology
University of Oslo,Psychology
Stockholm University,Psychology
Lancaster University,Psychology
University of Basel,Psychology
Leiden University,Psychology
University of Bern,Psychology
University of Geneva,Psychology
Macquarie University,Psychology
University of Vienna,Psychology
"University of California, Davis",Psychology
Sapienza University of Rome,Psychology
Texas A&M University,Psychology
Michigan State University,Psychology
University of Groningen,Psychology
RMIT University,Psychology
Nanjing University,Psychology
Aarhus University,Psychology
King Abdulaziz University,Psychology
Queen Mary University of London,Psychology
Rice University,Psychology
Sungkyunkwan University,Psychology
University of Bath,Psychology
Ohio State University,Psychology
University of Exeter,Psychology
Cardiff University,Psychology
Universiti Putra Malaysia,Psychology
Ghent University,Psychology
Universiti Kebangsaan Malaysia,Psychology
University of Wollongong,Psychology
"University of California, Santa Barbara",Psychology
